system   D            wsystem.c:585  maybe_parent_dir                 [   0.00131] Also searching C:\Users\Student\Desktop\src\Demo Projects\EscapeTheMaze\
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.13326] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.13331] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.13500] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.13506] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.13672] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.13677] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.13842] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.13847] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.14042] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.14047] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.14257] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.14266] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.14498] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.14504] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.14673] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.14678] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.14840] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.14845] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.15001] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.15007] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.15176] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.15181] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.15345] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.15350] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.15511] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.15515] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.15711] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.15716] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.15924] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.15936] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.16175] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.16180] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.16343] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.16348] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.16525] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.16530] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.16694] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.16698] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.16862] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.16866] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.17024] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.17029] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.17198] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.17203] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.17411] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.17416] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.17647] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.17658] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.17890] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.17895] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.18067] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.18072] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.18230] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.18235] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.18400] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.18405] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.18572] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.18577] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.18739] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.18743] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.18902] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.18907] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.19093] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.19097] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.19312] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.19321] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.19551] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.19557] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.19725] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.19730] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.19886] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.19891] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.20051] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.20056] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.20217] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.20222] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.20383] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.20388] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.20553] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.20558] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.20746] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.20751] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.20962] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.20970] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.21197] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.21202] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.21368] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.21373] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.21536] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.21541] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.21702] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.21707] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.21869] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.21874] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.22038] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.22042] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.22204] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.22209] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.22410] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.22416] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.22633] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.22641] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.22865] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.22871] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.23038] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.23043] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.23203] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.23208] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.23366] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.23371] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.23536] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.23541] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.23701] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.23705] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.23874] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.23879] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.24067] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.24072] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.24283] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.24291] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.24527] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.24531] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.24690] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.24695] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.24858] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.24862] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.25023] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.25027] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.25185] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.25190] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.25352] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.25357] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.25520] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.25525] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.25718] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.25723] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.25926] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.25936] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.26171] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.26176] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.26337] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.26341] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.26500] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.26505] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.26673] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.26677] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.26835] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.26840] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.27001] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.27006] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.27173] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.27179] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.27372] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.27377] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.27591] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.27598] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.27821] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.27826] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.27991] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.27996] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.28156] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.28161] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.28329] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.28334] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.28505] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.28511] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.28682] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.28687] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.28852] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.28857] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.29063] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.29070] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.29306] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.29313] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.29540] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.29545] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.29712] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.29717] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.29884] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.29889] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.30052] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.30057] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.30251] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.30258] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.30433] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.30438] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.30617] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.30636] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.30839] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.30844] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.31022] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.31028] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.31190] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.31195] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.31363] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.31367] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.31548] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.31555] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.31718] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.31722] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.31885] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.31889] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.32056] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.32060] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.32222] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.32227] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.32433] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.32442] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.32677] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   1.32682] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   1.32850] _al_d3d_sync_bitmap (system) ref count == 1
